Holy Land Digital Image: Legacy Bib,Dublin Core:Title,File
318832, Schola Elementaris Ptolaemaidis,"('3365', '.tif')4645.jpg"
318874, Schola Elementaris Tyri,"('3369', '.tif')2131.jpg"
318874, Schola Elementaris Tyri,"('3369', '.tif')2190.jpg"
318874, Schola Elementaris Tyri,"('3369', '.tif')2253.jpg"
318874, Schola Elementaris Tyri,"('3369', '.tif')2271.jpg"
318874, Schola Elementaris Tyri,"('3369', '.tif')2348.jpg"
318874, Schola Elementaris Tyri,"('3369', '.tif')2349.jpg"
318874, Schola Elementaris Tyri,"('3369', '.tif')2581.jpg"
318874, Schola Elementaris Tyri,"('3369', '.tif')2592.jpg"
318874, Schola Elementaris Tyri,"('3369', '.tif')2605.jpg"
318874, Schola Elementaris Tyri,"('3369', '.tif')2648.jpg"
318874, Schola Elementaris Tyri,"('3369', '.tif')2656.jpg"
318874, Schola Elementaris Tyri,"('3369', '.tif')2679.jpg"
318874, Schola Elementaris Tyri,"('3369', '.tif')2897.jpg"
318874, Schola Elementaris Tyri,"('3369', '.tif')2910.jpg"
318874, Schola Elementaris Tyri,"('3369', '.tif')2939.jpg"
318874, Schola Elementaris Tyri,"('3369', '.tif')2978.jpg"
318874, Schola Elementaris Tyri,"('3369', '.tif')2999.jpg"
318874, Schola Elementaris Tyri,"('3369', '.tif')3025.jpg"
318874, Schola Elementaris Tyri,"('3369', '.tif')3029.jpg"
318874, Schola Elementaris Tyri,"('3369', '.tif')3163.jpg"
318874, Schola Elementaris Tyri,"('3369', '.tif')3219.jpg"
318874, Schola Elementaris Tyri,"('3369', '.tif')3296.jpg"
318874, Schola Elementaris Tyri,"('3369', '.tif')3309.jpg"
318874, Schola Elementaris Tyri,"('3369', '.tif')3358.jpg"
318874, Schola Elementaris Tyri,"('3369', '.tif')3410.jpg"
318874, Schola Elementaris Tyri,"('3369', '.tif')3443.jpg"
318874, Schola Elementaris Tyri,"('3369', '.tif')3857.jpg"
318874, Schola Elementaris Tyri,"('3369', '.tif')3861.jpg"
318874, Schola Elementaris Tyri,"('3369', '.tif')3880.jpg"
318874, Schola Elementaris Tyri,"('3369', '.tif')3932.jpg"
318874, Schola Elementaris Tyri,"('3369', '.tif')3944.jpg"
318874, Schola Elementaris Tyri,"('3369', '.tif')3966.jpg"
318874, Schola Elementaris Tyri,"('3369', '.tif')4292.jpg"
318874, Schola Elementaris Tyri,"('3369', '.tif')4374.jpg"
318874, Schola Elementaris Tyri,"('3369', '.tif')4389.jpg"
318874, Schola Elementaris Tyri,"('3369', '.tif')4395.jpg"
318874, Schola Elementaris Tyri,"('3369', '.tif')4398.jpg"
318874, Schola Elementaris Tyri,"('3369', '.tif')4418.jpg"
318919, Hospitium Berythi,"('3370', '.tif')5119.jpg"
318946, Schola Elementaris Damasci,"('3373', '.tif')2548.jpg"
318946, Schola Elementaris Damasci,"('3373', '.tif')2597.jpg"
318946, Schola Elementaris Damasci,"('3373', '.tif')2622.jpg"
318946, Schola Elementaris Damasci,"('3373', '.tif')2778.jpg"
318946, Schola Elementaris Damasci,"('3373', '.tif')2779.jpg"
318946, Schola Elementaris Damasci,"('3373', '.tif')2786.jpg"
318946, Schola Elementaris Damasci,"('3373', '.tif')2851.jpg"
318946, Schola Elementaris Damasci,"('3373', '.tif')3256.jpg"
318946, Schola Elementaris Damasci,"('3373', '.tif')3311.jpg"
318946, Schola Elementaris Damasci,"('3373', '.tif')3324.jpg"
318946, Schola Elementaris Damasci,"('3373', '.tif')3338.jpg"
318946, Schola Elementaris Damasci,"('3373', '.tif')3367.jpg"
318946, Schola Elementaris Damasci,"('3373', '.tif')4035.jpg"
318946, Schola Elementaris Damasci,"('3373', '.tif')4066.jpg"
318946, Schola Elementaris Damasci,"('3373', '.tif')4071.jpg"
318946, Schola Elementaris Damasci,"('3373', '.tif')4075.jpg"
318946, Schola Elementaris Damasci,"('3373', '.tif')4313.jpg"
318946, Schola Elementaris Damasci,"('3373', '.tif')4379.jpg"
318959, Schola Elementaris Tripolis,"('3375', '.tif')3028.jpg"
318959, Schola Elementaris Tripolis,"('3375', '.tif')3092.jpg"
318959, Schola Elementaris Tripolis,"('3375', '.tif')3098.jpg"
318959, Schola Elementaris Tripolis,"('3375', '.tif')3236.jpg"
318959, Schola Elementaris Tripolis,"('3375', '.tif')3418.jpg"
318959, Schola Elementaris Tripolis,"('3375', '.tif')3445.jpg"
318959, Schola Elementaris Tripolis,"('3375', '.tif')3466.jpg"
318959, Schola Elementaris Tripolis,"('3375', '.tif')3524.jpg"
318959, Schola Elementaris Tripolis,"('3375', '.tif')3538.jpg"
318959, Schola Elementaris Tripolis,"('3375', '.tif')3565.jpg"
318959, Schola Elementaris Tripolis,"('3375', '.tif')3582.jpg"
318959, Schola Elementaris Tripolis,"('3375', '.tif')3773.jpg"
318959, Schola Elementaris Tripolis,"('3375', '.tif')3792.jpg"
318959, Schola Elementaris Tripolis,"('3375', '.tif')3809.jpg"
318959, Schola Elementaris Tripolis,"('3375', '.tif')3818.jpg"
318959, Schola Elementaris Tripolis,"('3375', '.tif')3866.jpg"
318959, Schola Elementaris Tripolis,"('3375', '.tif')3880.jpg"
318959, Schola Elementaris Tripolis,"('3375', '.tif')4058.jpg"
318959, Schola Elementaris Tripolis,"('3375', '.tif')4069.jpg"
318959, Schola Elementaris Tripolis,"('3375', '.tif')4134.jpg"
318959, Schola Elementaris Tripolis,"('3375', '.tif')4154.jpg"
318959, Schola Elementaris Tripolis,"('3375', '.tif')4243.jpg"
318959, Schola Elementaris Tripolis,"('3375', '.tif')4325.jpg"
318959, Schola Elementaris Tripolis,"('3375', '.tif')4482.jpg"
318959, Schola Elementaris Tripolis,"('3375', '.tif')4519.jpg"
318959, Schola Elementaris Tripolis,"('3375', '.tif')4538.jpg"
318959, Schola Elementaris Tripolis,"('3375', '.tif')4542.jpg"
318959, Schola Elementaris Tripolis,"('3375', '.tif')4547.jpg"
318974, Schola Elementaris Tripolis (ad mare),"('3377', '.tif')3151.jpg"
318974, Schola Elementaris Tripolis (ad mare),"('3377', '.tif')3202.jpg"
318974, Schola Elementaris Tripolis (ad mare),"('3377', '.tif')3237.jpg"
318974, Schola Elementaris Tripolis (ad mare),"('3377', '.tif')3241.jpg"
318974, Schola Elementaris Tripolis (ad mare),"('3377', '.tif')3276.jpg"
318974, Schola Elementaris Tripolis (ad mare),"('3377', '.tif')3302.jpg"
318974, Schola Elementaris Tripolis (ad mare),"('3377', '.tif')3328.jpg"
318974, Schola Elementaris Tripolis (ad mare),"('3377', '.tif')3329.jpg"
318974, Schola Elementaris Tripolis (ad mare),"('3377', '.tif')3408.jpg"
318974, Schola Elementaris Tripolis (ad mare),"('3377', '.tif')3571.jpg"
318974, Schola Elementaris Tripolis (ad mare),"('3377', '.tif')3608.jpg"
318974, Schola Elementaris Tripolis (ad mare),"('3377', '.tif')3623.jpg"
318974, Schola Elementaris Tripolis (ad mare),"('3377', '.tif')3627.jpg"
318974, Schola Elementaris Tripolis (ad mare),"('3377', '.tif')3632.jpg"
318974, Schola Elementaris Tripolis (ad mare),"('3377', '.tif')3644.jpg"
318974, Schola Elementaris Tripolis (ad mare),"('3377', '.tif')3676.jpg"
318974, Schola Elementaris Tripolis (ad mare),"('3377', '.tif')3692.jpg"
318974, Schola Elementaris Tripolis (ad mare),"('3377', '.tif')3696.jpg"
318974, Schola Elementaris Tripolis (ad mare),"('3377', '.tif')3732.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')3211.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')3225.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')3226.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')3231.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')3238.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')3267.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')3274.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')3281.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')3282.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')3298.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')3612.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')3643.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')3646.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')3716.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')3718.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')3720.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')3723.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')3742.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')3839.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')3850.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')3863.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')3868.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')3883.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')3914.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')3927.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')3959.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')3966.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')3974.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')4064.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')4068.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')4082.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')4110.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')4112.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')4113.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')4115.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')4140.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')4143.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')4165.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')4202.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')4271.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')4342.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')4368.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')4384.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')4389.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')4400.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')4401.jpg"
318978, Schola Elementaris pro Puellis Tripolis (ad mare),"('3378', '.tif')4410.jpg"
319347, Schola Elementaris Laodiceae,"('3380', '.tif')3150.jpg"
319347, Schola Elementaris Laodiceae,"('3380', '.tif')3311.jpg"
319347, Schola Elementaris Laodiceae,"('3380', '.tif')3315.jpg"
319347, Schola Elementaris Laodiceae,"('3380', '.tif')3592.jpg"
319347, Schola Elementaris Laodiceae,"('3380', '.tif')3754.jpg"
319347, Schola Elementaris Laodiceae,"('3380', '.tif')4090.jpg"
319353, Schola Elementaris Puellarum Laodiceae,"('3381', '.tif')2706.jpg"
319353, Schola Elementaris Puellarum Laodiceae,"('3381', '.tif')2726.jpg"
319353, Schola Elementaris Puellarum Laodiceae,"('3381', '.tif')3139.jpg"
319353, Schola Elementaris Puellarum Laodiceae,"('3381', '.tif')3152.jpg"
319353, Schola Elementaris Puellarum Laodiceae,"('3381', '.tif')3192.jpg"
319353, Schola Elementaris Puellarum Laodiceae,"('3381', '.tif')3260.jpg"
319353, Schola Elementaris Puellarum Laodiceae,"('3381', '.tif')3274.jpg"
319353, Schola Elementaris Puellarum Laodiceae,"('3381', '.tif')3332.jpg"
319353, Schola Elementaris Puellarum Laodiceae,"('3381', '.tif')3400.jpg"
319353, Schola Elementaris Puellarum Laodiceae,"('3381', '.tif')3463.jpg"
319353, Schola Elementaris Puellarum Laodiceae,"('3381', '.tif')3642.jpg"
319353, Schola Elementaris Puellarum Laodiceae,"('3381', '.tif')3756.jpg"
319353, Schola Elementaris Puellarum Laodiceae,"('3381', '.tif')3817.jpg"
319353, Schola Elementaris Puellarum Laodiceae,"('3381', '.tif')3826.jpg"
319353, Schola Elementaris Puellarum Laodiceae,"('3381', '.tif')3948.jpg"
319353, Schola Elementaris Puellarum Laodiceae,"('3381', '.tif')4098.jpg"
319383, Collegium Terrae S. Hierapolis (Aleppi),"('3384', '.tif')2881.jpg"
319383, Collegium Terrae S. Hierapolis (Aleppi),"('3384', '.tif')2886.jpg"
319383, Collegium Terrae S. Hierapolis (Aleppi),"('3384', '.tif')2908.jpg"
319383, Collegium Terrae S. Hierapolis (Aleppi),"('3384', '.tif')2958.jpg"
319383, Collegium Terrae S. Hierapolis (Aleppi),"('3384', '.tif')2968.jpg"
319383, Collegium Terrae S. Hierapolis (Aleppi),"('3384', '.tif')2972.jpg"
319383, Collegium Terrae S. Hierapolis (Aleppi),"('3384', '.tif')2978.jpg"
319383, Collegium Terrae S. Hierapolis (Aleppi),"('3384', '.tif')2979.jpg"
319383, Collegium Terrae S. Hierapolis (Aleppi),"('3384', '.tif')3009.jpg"
319383, Collegium Terrae S. Hierapolis (Aleppi),"('3384', '.tif')3012.jpg"
319383, Collegium Terrae S. Hierapolis (Aleppi),"('3384', '.tif')3050.jpg"
319383, Collegium Terrae S. Hierapolis (Aleppi),"('3384', '.tif')3054.jpg"
319383, Collegium Terrae S. Hierapolis (Aleppi),"('3384', '.tif')3059.jpg"
319383, Collegium Terrae S. Hierapolis (Aleppi),"('3384', '.tif')3076.jpg"
319383, Collegium Terrae S. Hierapolis (Aleppi),"('3384', '.tif')3079.jpg"
319383, Collegium Terrae S. Hierapolis (Aleppi),"('3384', '.tif')3117.jpg"
319383, Collegium Terrae S. Hierapolis (Aleppi),"('3384', '.tif')3122.jpg"
319383, Collegium Terrae S. Hierapolis (Aleppi),"('3384', '.tif')3133.jpg"
319383, Collegium Terrae S. Hierapolis (Aleppi),"('3384', '.tif')3152.jpg"
319383, Collegium Terrae S. Hierapolis (Aleppi),"('3384', '.tif')3153.jpg"
319383, Collegium Terrae S. Hierapolis (Aleppi),"('3384', '.tif')3159.jpg"
319383, Collegium Terrae S. Hierapolis (Aleppi),"('3384', '.tif')3219.jpg"
319383, Collegium Terrae S. Hierapolis (Aleppi),"('3384', '.tif')3223.jpg"
319383, Collegium Terrae S. Hierapolis (Aleppi),"('3384', '.tif')3224.jpg"
319383, Collegium Terrae S. Hierapolis (Aleppi),"('3384', '.tif')3243.jpg"
319383, Collegium Terrae S. Hierapolis (Aleppi),"('3384', '.tif')3247.jpg"
319383, Collegium Terrae S. Hierapolis (Aleppi),"('3384', '.tif')3256.jpg"
319383, Collegium Terrae S. Hierapolis (Aleppi),"('3384', '.tif')3313.jpg"
319383, Collegium Terrae S. Hierapolis (Aleppi),"('3384', '.tif')3387.jpg"
319383, Collegium Terrae S. Hierapolis (Aleppi),"('3384', '.tif')3400.jpg"
319383, Collegium Terrae S. Hierapolis (Aleppi),"('3384', '.tif')3431.jpg"
319383, Collegium Terrae S. Hierapolis (Aleppi),"('3384', '.tif')3463.jpg"
319383, Collegium Terrae S. Hierapolis (Aleppi),"('3384', '.tif')3475.jpg"
319383, Collegium Terrae S. Hierapolis (Aleppi),"('3384', '.tif')3484.jpg"
319383, Collegium Terrae S. Hierapolis (Aleppi),"('3384', '.tif')3485.jpg"
319383, Collegium Terrae S. Hierapolis (Aleppi),"('3384', '.tif')3629.jpg"
319384, Congregatio S. Francisci pro Alumnis Collegii T.S. Hierapolis specialiter instituta,"('3385', '.tif')2732.jpg"
319384, Congregatio S. Francisci pro Alumnis Collegii T.S. Hierapolis specialiter instituta,"('3385', '.tif')2760.jpg"
319384, Congregatio S. Francisci pro Alumnis Collegii T.S. Hierapolis specialiter instituta,"('3385', '.tif')2778.jpg"
319384, Congregatio S. Francisci pro Alumnis Collegii T.S. Hierapolis specialiter instituta,"('3385', '.tif')2789.jpg"
319384, Congregatio S. Francisci pro Alumnis Collegii T.S. Hierapolis specialiter instituta,"('3385', '.tif')2829.jpg"
319384, Congregatio S. Francisci pro Alumnis Collegii T.S. Hierapolis specialiter instituta,"('3385', '.tif')2935.jpg"
319384, Congregatio S. Francisci pro Alumnis Collegii T.S. Hierapolis specialiter instituta,"('3385', '.tif')2937.jpg"
319384, Congregatio S. Francisci pro Alumnis Collegii T.S. Hierapolis specialiter instituta,"('3385', '.tif')2975.jpg"
319384, Congregatio S. Francisci pro Alumnis Collegii T.S. Hierapolis specialiter instituta,"('3385', '.tif')2986.jpg"
319384, Congregatio S. Francisci pro Alumnis Collegii T.S. Hierapolis specialiter instituta,"('3385', '.tif')2991.jpg"
319384, Congregatio S. Francisci pro Alumnis Collegii T.S. Hierapolis specialiter instituta,"('3385', '.tif')3046.jpg"
319384, Congregatio S. Francisci pro Alumnis Collegii T.S. Hierapolis specialiter instituta,"('3385', '.tif')3052.jpg"
319384, Congregatio S. Francisci pro Alumnis Collegii T.S. Hierapolis specialiter instituta,"('3385', '.tif')3057.jpg"
319384, Congregatio S. Francisci pro Alumnis Collegii T.S. Hierapolis specialiter instituta,"('3385', '.tif')3075.jpg"
319384, Congregatio S. Francisci pro Alumnis Collegii T.S. Hierapolis specialiter instituta,"('3385', '.tif')3104.jpg"
319384, Congregatio S. Francisci pro Alumnis Collegii T.S. Hierapolis specialiter instituta,"('3385', '.tif')3194.jpg"
319384, Congregatio S. Francisci pro Alumnis Collegii T.S. Hierapolis specialiter instituta,"('3385', '.tif')3223.jpg"
319384, Congregatio S. Francisci pro Alumnis Collegii T.S. Hierapolis specialiter instituta,"('3385', '.tif')3239.jpg"
319384, Congregatio S. Francisci pro Alumnis Collegii T.S. Hierapolis specialiter instituta,"('3385', '.tif')3266.jpg"
319384, Congregatio S. Francisci pro Alumnis Collegii T.S. Hierapolis specialiter instituta,"('3385', '.tif')3336.jpg"
319384, Congregatio S. Francisci pro Alumnis Collegii T.S. Hierapolis specialiter instituta,"('3385', '.tif')3345.jpg"
319384, Congregatio S. Francisci pro Alumnis Collegii T.S. Hierapolis specialiter instituta,"('3385', '.tif')3418.jpg"
319384, Congregatio S. Francisci pro Alumnis Collegii T.S. Hierapolis specialiter instituta,"('3385', '.tif')3437.jpg"
319384, Congregatio S. Francisci pro Alumnis Collegii T.S. Hierapolis specialiter instituta,"('3385', '.tif')3453.jpg"
319384, Congregatio S. Francisci pro Alumnis Collegii T.S. Hierapolis specialiter instituta,"('3385', '.tif')3476.jpg"
319384, Congregatio S. Francisci pro Alumnis Collegii T.S. Hierapolis specialiter instituta,"('3385', '.tif')3479.jpg"
319384, Congregatio S. Francisci pro Alumnis Collegii T.S. Hierapolis specialiter instituta,"('3385', '.tif')3485.jpg"
319384, Congregatio S. Francisci pro Alumnis Collegii T.S. Hierapolis specialiter instituta,"('3385', '.tif')3504.jpg"
319384, Congregatio S. Francisci pro Alumnis Collegii T.S. Hierapolis specialiter instituta,"('3385', '.tif')3538.jpg"
319385, Schola Elementaris externa a Collegio Hierapolis distincta,"('3386', '.tif')2715.jpg"
319385, Schola Elementaris externa a Collegio Hierapolis distincta,"('3386', '.tif')2742.jpg"
319385, Schola Elementaris externa a Collegio Hierapolis distincta,"('3386', '.tif')2748.jpg"
319385, Schola Elementaris externa a Collegio Hierapolis distincta,"('3386', '.tif')2765.jpg"
319385, Schola Elementaris externa a Collegio Hierapolis distincta,"('3386', '.tif')2775.jpg"
319385, Schola Elementaris externa a Collegio Hierapolis distincta,"('3386', '.tif')3176.jpg"
319385, Schola Elementaris externa a Collegio Hierapolis distincta,"('3386', '.tif')3206.jpg"
319385, Schola Elementaris externa a Collegio Hierapolis distincta,"('3386', '.tif')3370.jpg"
319385, Schola Elementaris externa a Collegio Hierapolis distincta,"('3386', '.tif')3374.jpg"
319385, Schola Elementaris externa a Collegio Hierapolis distincta,"('3386', '.tif')3379.jpg"
319385, Schola Elementaris externa a Collegio Hierapolis distincta,"('3386', '.tif')3380.jpg"
319385, Schola Elementaris externa a Collegio Hierapolis distincta,"('3386', '.tif')3414.jpg"
319386, Schola Elementaris Antiochiae ad Taurum (Aintab) in Armenia Minori,"('3387', '.tif')3249.jpg"
319386, Schola Elementaris Antiochiae ad Taurum (Aintab) in Armenia Minori,"('3387', '.tif')3258.jpg"
319386, Schola Elementaris Antiochiae ad Taurum (Aintab) in Armenia Minori,"('3387', '.tif')3302.jpg"
319386, Schola Elementaris Antiochiae ad Taurum (Aintab) in Armenia Minori,"('3387', '.tif')3303.jpg"
319386, Schola Elementaris Antiochiae ad Taurum (Aintab) in Armenia Minori,"('3387', '.tif')3486.jpg"
319386, Schola Elementaris Antiochiae ad Taurum (Aintab) in Armenia Minori,"('3387', '.tif')3494.jpg"
319386, Schola Elementaris Antiochiae ad Taurum (Aintab) in Armenia Minori,"('3387', '.tif')3516.jpg"
319386, Schola Elementaris Antiochiae ad Taurum (Aintab) in Armenia Minori,"('3387', '.tif')3537.jpg"
319386, Schola Elementaris Antiochiae ad Taurum (Aintab) in Armenia Minori,"('3387', '.tif')3599.jpg"
319386, Schola Elementaris Antiochiae ad Taurum (Aintab) in Armenia Minori,"('3387', '.tif')3644.jpg"
319386, Schola Elementaris Antiochiae ad Taurum (Aintab) in Armenia Minori,"('3387', '.tif')3720.jpg"
319386, Schola Elementaris Antiochiae ad Taurum (Aintab) in Armenia Minori,"('3387', '.tif')3735.jpg"
319386, Schola Elementaris Antiochiae ad Taurum (Aintab) in Armenia Minori,"('3387', '.tif')4138.jpg"
319387, Schola Elementaris Puellarum Antiochiae ad Taurum (Aintab),"('3388', '.tif')3425.jpg"
319387, Schola Elementaris Puellarum Antiochiae ad Taurum (Aintab),"('3388', '.tif')3445.jpg"
319387, Schola Elementaris Puellarum Antiochiae ad Taurum (Aintab),"('3388', '.tif')3479.jpg"
319387, Schola Elementaris Puellarum Antiochiae ad Taurum (Aintab),"('3388', '.tif')3709.jpg"
319387, Schola Elementaris Puellarum Antiochiae ad Taurum (Aintab),"('3388', '.tif')3874.jpg"
319387, Schola Elementaris Puellarum Antiochiae ad Taurum (Aintab),"('3388', '.tif')4128.jpg"
319389, Schola Elementaris Maraasc,"('3390', '.tif')2892.jpg"
319389, Schola Elementaris Maraasc,"('3390', '.tif')2947.jpg"
319389, Schola Elementaris Maraasc,"('3390', '.tif')3008.jpg"
319389, Schola Elementaris Maraasc,"('3390', '.tif')3033.jpg"
319389, Schola Elementaris Maraasc,"('3390', '.tif')3041.jpg"
319389, Schola Elementaris Maraasc,"('3390', '.tif')3098.jpg"
319389, Schola Elementaris Maraasc,"('3390', '.tif')3121.jpg"
319389, Schola Elementaris Maraasc,"('3390', '.tif')3194.jpg"
319389, Schola Elementaris Maraasc,"('3390', '.tif')3209.jpg"
319389, Schola Elementaris Maraasc,"('3390', '.tif')3351.jpg"
319389, Schola Elementaris Maraasc,"('3390', '.tif')3389.jpg"
319389, Schola Elementaris Maraasc,"('3390', '.tif')3403.jpg"
319389, Schola Elementaris Maraasc,"('3390', '.tif')3462.jpg"
319389, Schola Elementaris Maraasc,"('3390', '.tif')3589.jpg"
319389, Schola Elementaris Maraasc,"('3390', '.tif')3668.jpg"
319389, Schola Elementaris Maraasc,"('3390', '.tif')3671.jpg"
319389, Schola Elementaris Maraasc,"('3390', '.tif')3769.jpg"
319389, Schola Elementaris Maraasc,"('3390', '.tif')3793.jpg"
319389, Schola Elementaris Maraasc,"('3390', '.tif')3838.jpg"
319389, Schola Elementaris Maraasc,"('3390', '.tif')3910.jpg"
319389, Schola Elementaris Maraasc,"('3390', '.tif')3936.jpg"
319389, Schola Elementaris Maraasc,"('3390', '.tif')3944.jpg"
319389, Schola Elementaris Maraasc,"('3390', '.tif')3959.jpg"
319389, Schola Elementaris Maraasc,"('3390', '.tif')3972.jpg"
319389, Schola Elementaris Maraasc,"('3390', '.tif')3985.jpg"
319389, Schola Elementaris Maraasc,"('3390', '.tif')4002.jpg"
319389, Schola Elementaris Maraasc,"('3390', '.tif')4200.jpg"
319389, Schola Elementaris Maraasc,"('3390', '.tif')4239.jpg"
319390, Schola Elementaris Puellarum Maraasc,"('3391', '.tif')2224.jpg"
319390, Schola Elementaris Puellarum Maraasc,"('3391', '.tif')2246.jpg"
319390, Schola Elementaris Puellarum Maraasc,"('3391', '.tif')2302.jpg"
319390, Schola Elementaris Puellarum Maraasc,"('3391', '.tif')2303.jpg"
319390, Schola Elementaris Puellarum Maraasc,"('3391', '.tif')2308.jpg"
319390, Schola Elementaris Puellarum Maraasc,"('3391', '.tif')2384.jpg"
319390, Schola Elementaris Puellarum Maraasc,"('3391', '.tif')2681.jpg"
319390, Schola Elementaris Puellarum Maraasc,"('3391', '.tif')2693.jpg"
319390, Schola Elementaris Puellarum Maraasc,"('3391', '.tif')2709.jpg"
319390, Schola Elementaris Puellarum Maraasc,"('3391', '.tif')2714.jpg"
319390, Schola Elementaris Puellarum Maraasc,"('3391', '.tif')2727.jpg"
319390, Schola Elementaris Puellarum Maraasc,"('3391', '.tif')2756.jpg"
319390, Schola Elementaris Puellarum Maraasc,"('3391', '.tif')2782.jpg"
319390, Schola Elementaris Puellarum Maraasc,"('3391', '.tif')2845.jpg"
319390, Schola Elementaris Puellarum Maraasc,"('3391', '.tif')3024.jpg"
319390, Schola Elementaris Puellarum Maraasc,"('3391', '.tif')3079.jpg"
319390, Schola Elementaris Puellarum Maraasc,"('3391', '.tif')3209.jpg"
319390, Schola Elementaris Puellarum Maraasc,"('3391', '.tif')3239.jpg"
319390, Schola Elementaris Puellarum Maraasc,"('3391', '.tif')3252.jpg"
319390, Schola Elementaris Puellarum Maraasc,"('3391', '.tif')3347.jpg"
319390, Schola Elementaris Puellarum Maraasc,"('3391', '.tif')3442.jpg"
319390, Schola Elementaris Puellarum Maraasc,"('3391', '.tif')3450.jpg"
319390, Schola Elementaris Puellarum Maraasc,"('3391', '.tif')3532.jpg"
319926, Schola Elementaris Arnicae in Cypro,"('3396', '.tif')3190.jpg"
319926, Schola Elementaris Arnicae in Cypro,"('3396', '.tif')3198.jpg"
319926, Schola Elementaris Arnicae in Cypro,"('3396', '.tif')3312.jpg"
319926, Schola Elementaris Arnicae in Cypro,"('3396', '.tif')3373.jpg"
319926, Schola Elementaris Arnicae in Cypro,"('3396', '.tif')3398.jpg"
319926, Schola Elementaris Arnicae in Cypro,"('3396', '.tif')3435.jpg"
319926, Schola Elementaris Arnicae in Cypro,"('3396', '.tif')3447.jpg"
319926, Schola Elementaris Arnicae in Cypro,"('3396', '.tif')3620.jpg"
319926, Schola Elementaris Arnicae in Cypro,"('3396', '.tif')3677.jpg"
